Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,Col 24,Col 25,Col 26,Col 27,Col 28,Col 29,Col 30,Col 31,Col 32,Col 33,Col 34,Col 35,Col 36,Col 37,Col 38,Col 39,Col 40,Col 41,Col 42,Col 43,Col 44,Col 45,Col 46,Col 47,Col 48,Col 49,Col 50,Col 51,Col 52,Col 53,Col 54,Col 55,Col 56,Col 57,Col 58,Col 59,Col 60,Col 61,Col 62,Col 63,Col 64
0.038075906433423,0.050680118739818,0.061696206518684,0.021872354994956,-0.044223498424446,-0.034820762837699,-0.043400845652025,-0.002592261998183,0.019908420876318,-0.017646125159804,-0.014855162498125,0.022504573906087,-0.031044676509753,-0.004331119700836,-0.013739924252399,-0.004631424837607,-0.030448462890632,-0.028816219214082,-0.027525561775169,0.032864975788979,0.040571674056315,0.001660640959206,-0.046553251120962,-0.038244710433749,-0.034511506940977,-0.012112260878828,0.003064891564843,-0.030277506579089,0.062103012254741,0.01228203707616,-0.048572231794172,-0.044124023802851,-0.030804298141063,-0.019547991948454,0.014226822766915,-0.029385964815439,0.009000898757532,-0.071718077783198,-0.060317679428138,-0.041357538615032,-0.024034200351445,0.004826193553895,-0.041027836690018,-0.032720953594308,-0.025747421200805,-0.011207429095914,-0.013825113057459,-0.010193836052496,-0.025778463319646,-0.006868964660703,0.039823089873177,-0.019303053729893,-0.04289150715737,0.00096297004978,0.042354930372915,-0.022037830461698,-0.031124564607679,-0.000922109490861,0.033493625242652,0.000852148707692,0.031150257599852,-0.028191175671784,-0.017658155277239,-0.027793683118891
-0.001882016527791,-0.044641636506989,-0.051474061238801,-0.026327834717352,-0.008448724111217,-0.019163339748222,0.074411564078757,-0.039493382874093,-0.068329743624417,-0.092204049626824,-0.04129154291997,0.005642773284588,-0.027307660898915,-0.030938901590661,-0.024801031934002,0.040036524117102,-0.009485482352264,0.037161244412253,0.088021960914129,-0.006609992800613,-0.006764803779224,-0.015934224347492,-0.011728799717607,-0.009655540563501,0.000699547688136,-0.008368996291944,-0.010201679519104,-0.01138014400476,0.044518190863805,0.013739270964976,0.006222621235738,0.011261765850164,-0.056567548811996,0.022402126706754,0.057588001928715,0.078464252473644,0.009114870226193,-0.00283553670771,0.008709731385854,-0.067155334361427,0.024045689932767,0.055299443996021,0.080609311530284,-0.007039980311145,0.001846240441386,-0.03197942766645,0.009874520042542,0.020369654724047,0.031361964435945,-0.026235312318019,-0.016462294798047,-0.015501200190804,-0.01234309947888,0.000932683142754,-0.021256424257844,-0.011564251582546,0.012973375509062,0.023783435948764,-0.023814661291825,-0.094505599000192,-0.140377589448139,0.025297715450738,0.053033539034288,0.104013276820245
0.085298906296676,0.050680118739818,0.044451213336591,-0.005670610554934,-0.045599451282647,-0.03419446591412,-0.032355932239764,-0.002592261998183,0.00286377051894,-0.025930338989473,0.091643439136871,-0.00417642140667,-0.03880990375063,-0.002585936625165,-0.014305561053107,-0.014861455955232,-0.030448462890632,-0.034809925036474,-0.02243261233058,0.084051745331086,0.070889129315924,-0.027912868650967,-0.091744273909457,-0.071641516289592,-0.060292091965198,-0.014760527902745,-0.007763517378028,-0.064699088651764,0.04356152924018,-0.018157959688777,-0.050031523550975,-0.043453087526012,-0.017954569295638,-0.019547991948454,-0.004121684028769,-0.038423155424437,-0.022691808426988,-0.056443229125557,-0.046481838029278,-0.01361675253118,-0.02305402699801,-0.019451397184647,-0.042360697697526,-0.006259862099542,-0.004923384276776,0.012093452495534,-0.01228187535543,-0.020318306511924,-0.014953483771967,-0.006596977518395,0.030016863978354,-0.019241141760318,-0.027177764326765,0.009871606598408,0.033586964591413,-0.02206334070834,-0.018016169072177,0.004913455300648,0.032955878378947,0.018280798626092,0.032795243941696,-0.027331827068681,-0.017235959043697,-0.022303736816539
-0.089062939352257,-0.044641636506989,-0.011595014505211,-0.036656446798561,0.0121905687618,0.024990593364102,-0.036037570043851,0.034308858877727,0.022692022566744,-0.009361911330135,0.103640330128407,-0.031017085896523,-0.015987415560866,-0.029848388980474,-0.021434011419796,-0.011782885843199,-0.014650334926883,-0.026985070093384,-0.030682095172869,0.07662924487048,0.012903405394994,0.056290403199309,-0.03429894203002,-0.057135625842005,0.07868054321243,-0.076081703588968,-0.055509141339877,0.003378593442055,0.006749781712604,0.023794184789989,-0.01305865921053,-0.030403376941505,0.056619424422175,-0.050554601389262,-0.028721850042112,-0.001139937146039,-0.009292518600666,-0.015383420080071,-0.01939210084267,0.027927413069852,-0.029249953727334,-0.028060370345782,-0.016069014152259,-0.021487436435611,-0.029113521632641,0.035492551727273,-0.039782756394187,-0.038599276466621,-0.010970127194076,-0.024229183655769,-0.012279265447557,-0.014033158722218,-0.018644042016349,-0.018858096245318,-0.009878424678157,-0.009983951368036,-0.003372755503778,-0.019109283198203,0.008158618414352,0.001897732335907,0.02151389657185,-0.012045490912538,-0.024872203963412,-0.025041936699778
0.005383060374248,-0.044641636506989,-0.036384692204469,0.021872354994956,0.003934851612593,0.015596139510416,0.008142083605192,-0.002592261998183,-0.031991444941354,-0.046640873563645,-0.040826597908835,-0.013680721511618,-0.031044676509753,-0.031728207722827,-0.026423638379566,-0.026850669994018,-0.030448462890632,-0.019132451201017,-0.001228418513969,-0.013546595939871,-0.012917320905025,-0.014402412145055,-0.011620604638003,-0.008650242263487,0.004980169423192,-0.010278845246886,-0.016541844113496,-0.020871056160573,0.030227441455243,-0.033183660218421,-0.005346147032023,-0.021538452943277,0.011344635128507,-0.014076237341254,0.023130824140932,0.034681948182819,-0.033452309888367,-0.015423019672414,-0.025507002513031,0.011944134832375,-0.018459464403784,0.003408863589134,0.017045317475994,-0.009983700393993,-0.001714926524141,0.011982552096618,-0.013825113057459,-0.035638691713269,-0.038658354238658,-0.027648268568063,-0.001867073097876,-0.021469972665018,-0.027079169615098,-0.020395871090717,0.012375949078051,-0.024091405316413,-0.026846490328798,-0.029687412118565,0.030984139878695,0.014489131959838,0.005385659020717,-0.025574514358319,-0.016180468459842,0.008735198747075
-0.092695477803276,-0.044641636506989,-0.040695940499993,-0.019442093329879,-0.068990649872066,-0.079287844411813,0.041276823841975,-0.076394503750003,-0.041180385188005,-0.096346156541658,0.115709254854061,-0.008837014517383,-0.032791852638284,0.035262653284809,0.05266028970131,-0.00683040348906,0.048238606688221,-0.008749714368169,0.099040255841563,0.080097546440108,0.070483280631158,0.02343652729215,0.118968539632341,0.143871818941206,-0.08511469680846,0.143219933856352,0.067543750393597,0.184368682719467,0.034310512714832,0.007035995081633,0.062781043878124,0.067997279438818,-0.022611456841745,0.058880490754763,0.031844081481946,0.082444461954628,-0.002046026624701,0.048832140995208,0.058041228387074,-0.019022945564341,0.047639496388189,0.014696218923732,0.063406139780766,0.017112220393263,0.024445943651693,-0.008188342717479,0.01950360262903,-0.002008138166706,0.020103199388373,0.048366613021482,-0.065480385929803,0.070190947533834,0.035096995652942,0.130960089514876,-0.061251983620118,0.071719145113375,0.056036945638558,0.149663022266507,-0.027844443344528,-0.018030899695248,-0.075512751835102,0.033998957407192,0.126146572936409,0.057788651687112
-0.045472477940024,0.050680118739818,-0.047162812943277,-0.015999222636143,-0.040095639849843,-0.024800012060434,0.000778807997018,-0.039493382874093,-0.062912949916247,-0.038356659733976,-0.003558963283934,-0.00055551674758,-0.034915156962169,-0.009245865883786,-0.021558188129286,-0.027653775240635,-0.009485482352264,0.02618332767104,-0.01116240807578,-0.057696231862442,0.036273029041952,-0.000704451656202,0.025300097472532,0.013260592911716,0.003135353177658,0.02887404244946,0.047385119631019,0.023727784798015,-0.054940099274672,-0.029572958475629,-0.044194356523763,-0.033389043373436,0.020594617240638,-0.060960627461894,-0.074930094679475,-0.051978941337934,-0.002771224081442,0.028872412152625,0.012744356995161,0.017752710424175,0.020312429024213,0.043170136424452,0.019380035146019,0.002005874391654,-0.000501973631086,0.008062989875557,0.00105774957219,0.002607674018499,-0.005476384546844,-0.014535782480341,-0.003264580860908,0.006193212555465,0.028421856004641,0.017749631131548,0.009207546327434,-0.008066390082778,0.0184962813812,0.006297658591723,0.03080287040451,0.019267319319521,0.01325443566819,0.021136990404835,0.011224214274204,0.02698604523172
0.063503675590559,0.050680118739818,-0.001894705840284,0.066629674013527,0.090619881679264,0.108914381123697,0.02286863482154,0.017703354483567,-0.035816728101547,0.003064409414368,0.032359675956547,-0.032924381719277,0.037883848424384,0.084010200007346,0.125625877924697,-0.02126717637468,-0.026308679687707,-0.015127030543773,-0.031786115181503,0.060427082465498,-0.011329670637269,0.078001457643032,0.105847511499006,0.134778834229009,0.037768449910833,0.014344166159313,-0.060851648459516,-0.010909136658939,-0.006268706361451,0.061747031819182,0.094438360372513,0.109855851731576,0.046294074931488,0.003228957583937,-0.045761106188655,-0.006792988292945,-0.020201880755189,-0.016044265675543,-0.017555488968695,0.017605019447595,-0.02126296143793,-0.020762016802532,-0.018453003461423,0.118493810482665,0.14900473668715,0.039662524687898,0.012896072603794,-0.073446668642959,-0.013793009269941,0.110200069255674,0.043203185189162,0.006553617982219,-0.092459196606814,-0.01017575432277,0.063567329875281,0.006840621133049,-0.101758038137772,-0.006939259157491,0.038984387301068,0.001868036463493,0.015502325023058,-0.039519736676571,-0.017490908460087,-0.023007172059964
0.041708444884443,0.050680118739818,0.061696206518684,-0.040099317492297,-0.013952535544021,0.00620168565673,-0.028674294435677,-0.002592261998183,-0.01495647502491,0.011348623244037,-0.009557408779702,0.022504573906087,-0.011388945053784,-0.029197952340987,-0.02910340608727,-0.017608585806756,-0.030448462890632,-0.031482259829345,-0.030101608461981,0.03680241959991,0.045281938998214,-0.054617249512226,-0.023977316780733,-0.004982751125456,-0.0238825055141,-0.012315973726822,-0.026060206811238,-0.00467875192938,0.062103012254741,-0.056207955644948,-0.016467813144508,-0.000177697669932,-0.013671326347163,-0.019547991948454,-0.023305116343682,0.002244202316053,-0.066661867653897,-0.031050173190349,-0.004585974560005,-0.02102159631066,-0.024034200351445,-0.0426061496456,-0.003735733300317,0.00023557055035,-0.014568904754919,0.031971169128181,-0.010352828227893,-0.006511047286946,-0.027182041176561,-0.029726831232146,0.006262902996396,-0.020665117060543,-0.020067979190486,-0.019837849115045,0.005774603963862,-0.023708751616776,-0.017902332456147,-0.012585218262663,0.032776629424378,0.030064189890834,0.006607759722794,-0.026433374897824,-0.019135842094635,-0.024195693932653
-0.07090024709716,-0.044641636506989,0.039062152967187,-0.033213576104824,-0.01257658268582,-0.03450761437591,-0.02499265663159,-0.002592261998183,0.067736326110282,-0.013504018244969,0.050531822518506,-0.010736342204621,-0.020173358370748,-0.029713390414421,-0.014024025907893,-0.020024275397771,-0.030448462890632,0.035914398741506,-0.02934588047988,0.059287737022335,-0.067008572974268,0.035851197806296,0.006214207413133,0.040946733918855,0.045212167236029,-0.00600087543902,-0.11413491046487,0.00614224235971,-0.041226305587571,0.020442546848318,0.010078877324992,0.025741141713935,0.045300727098758,-0.014076237341254,-0.0714343498502,0.002840272334945,-0.043378128184646,-0.023003053817128,-0.042693390429145,-0.003276274299547,-0.022747722825062,0.036086813777902,-0.029328559707524,-0.002824750830835,0.015828781832724,0.025394421561952,-0.0107386376534,-0.070382737016087,-0.008830686623638,-0.02241145601039,0.004368545779568,-0.020727029030118,-0.042293654933526,-0.012565848447958,0.0283036006815,-0.022050585585019,-0.067329302010251,-0.004104610110937,0.03259738046981,-0.017875344976723,0.021516612351188,-0.030602538925968,-0.01786925339401,-0.038958065538411
